airport,airport_iata,country,city,rental_length,start_date,start_time,return_date,return_time,date_offset,deposit_price,drive_away_price,price,currency,product_name,product_id,airbags,aircon,free_cancellation,doors,group,seats,fuel_type,transmission,mileage,supplier_name,supplier_address,supplier_loction_type,average,average_text,cleanliness,condition,dropoff_time,efficiency,location,pickup_time,value_for_money,no_of_ratings,RunDate,setup_prams,tid
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,115.16,115.16,115.16,GBP,Vauxhall Crossland X,738750416,1,1,1,4,Compact,5,,Manual,400 miles per rental,Keddy By Europcar,"Northern Perimeter Road West, Hounslow, London, UK, TW6 2QE",Shuttle Bus,8.4,Excellent,8.8,8.3,9.6,8.8,8.5,7.6,7.8,2071.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269288
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,106.25,106.25,106.25,GBP,Volkswagen Passat,728723226,1,1,1,4,Standard,5,,Manual,200 miles per rental,Surprice,"Heathrow Airport, 450 Bath Road, London, UK, UB7 0EB",Meet & Greet,5.6,,7.0,7.0,5.5,6.3,4.5,4.0,6.1,210.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269289
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,131.98,131.98,131.98,GBP,Citroen C3 Aircross,710800766,1,1,1,4,Compact,5,,Manual,Unlimited mileage,Budget,"London Heathrow Airport T2-3-4, Northrop Road, London, UK, TW6 2QA",Shuttle Bus,8.1,Excellent,8.5,7.9,9.3,8.3,8.3,7.4,7.3,2757.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269290
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,92.06,92.06,92.06,GBP,Fiat 500,699340901,1,1,1,2,Mini,4,,Manual,400 miles per rental,Keddy By Europcar,"Northern Perimeter Road West, Hounslow, London, UK, TW6 2QE",Shuttle Bus,8.4,Excellent,8.8,8.3,9.6,8.8,8.5,7.6,7.8,2071.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269291
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,110.47,110.47,110.47,GBP,Ford Focus,699242306,1,1,1,4,Compact,5,,Manual,400 miles per rental,Keddy By Europcar,"Northern Perimeter Road West, Hounslow, London, UK, TW6 2QE",Shuttle Bus,8.4,Excellent,8.8,8.3,9.6,8.8,8.5,7.6,7.8,2071.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269292
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,112.61,134.01,112.61,GBP,Ford Focus,700671878,1,1,1,4,Compact,5,,Manual,Unlimited mileage,Europcar,"Northern Perimeter Road West, Hounslow, London, UK, TW6 2QE",Shuttle Bus,8.5,Excellent,8.9,8.7,9.6,8.8,8.9,7.5,7.3,5966.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269293
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,131.98,131.98,131.98,GBP,Vauxhall Astra,537142623,1,1,1,4,Compact,5,,Manual,Unlimited mileage,Hertz,"Northern Perimeter Road, Hounslow, London, UK, TW6 2QD",Shuttle Bus,7.8,Very good,8.8,8.7,8.8,7.6,8.0,6.0,7.4,3146.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269294
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,100.3,100.3,100.3,GBP,Fiat 500,711632846,1,0,1,2,Mini,4,,Manual,Unlimited mileage,Budget,"London Heathrow Airport T2-3-4, Northrop Road, London, UK, TW6 2QA",Shuttle Bus,8.1,Excellent,8.5,7.9,9.3,8.3,8.3,7.4,7.3,2757.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269295
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,100.3,100.3,100.3,GBP,Fiat 500,668700381,1,1,1,2,Mini,4,,Manual,Unlimited mileage,Avis,"London Heathrow Airport T2-3-4, Northrop Road, London, UK, TW6 2QA",Shuttle Bus,8.1,Excellent,8.6,8.1,9.2,8.4,8.1,7.2,7.3,1533.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269296
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,197.25,197.25,197.25,GBP,Nissan Qashqai,713364951,1,1,1,4,Intermediate,5,,Manual,Unlimited mileage,Enterprise,"Northern Perimeter Road, Hounslow, London, UK, TW6 2RY",Shuttle Bus,8.3,Excellent,8.2,8.1,9.0,8.7,8.8,7.6,7.8,1890.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269297
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,377.96,377.96,377.96,GBP,Volvo XC40,743014606,1,1,1,5,Standard,5,,Automatic,Unlimited mileage,Enterprise,"Northern Perimeter Road, Hounslow, London, UK, TW6 2RY",Shuttle Bus,8.3,Excellent,8.2,8.1,9.0,8.7,8.8,7.6,7.8,1890.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269298
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,95.76,113.95,95.76,GBP,Vauxhall Corsa,700717048,1,1,1,2/4,Economy,4,,Manual,Unlimited mileage,Europcar,"Northern Perimeter Road West, Hounslow, London, UK, TW6 2QE",Shuttle Bus,8.5,Excellent,8.9,8.7,9.6,8.8,8.9,7.5,7.3,5966.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269299
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,248.18,248.18,248.18,GBP,Volvo XC40,738556376,1,1,1,5,Standard,5,,Automatic,Unlimited mileage,Alamo,"Northern Perimeter Road, Hounslow, London, UK, TW6 2RY",Shuttle Bus,8.1,Excellent,8.4,8.2,9.1,8.2,8.1,7.7,7.4,2627.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269300
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,114.68,114.68,114.68,GBP,Vauxhall Corsa,712343161,1,1,1,2,Economy,4,,Manual,Unlimited mileage,Alamo,"Northern Perimeter Road, Hounslow, London, UK, TW6 2RY",Shuttle Bus,8.1,Excellent,8.4,8.2,9.1,8.2,8.1,7.7,7.4,2627.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269301
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,104.43,104.43,104.43,GBP,Toyota Aygo,712412361,1,1,1,2,Mini,4,,Manual,Unlimited mileage,Alamo,"Northern Perimeter Road, Hounslow, London, UK, TW6 2RY",Shuttle Bus,8.1,Excellent,8.4,8.2,9.1,8.2,8.1,7.7,7.4,2627.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269302
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,206.77,206.77,206.77,GBP,Nissan Qashqai   ,712381201,1,1,1,4,Intermediate,5,,Automatic,Unlimited mileage,Alamo,"Northern Perimeter Road, Hounslow, London, UK, TW6 2RY",Shuttle Bus,8.1,Excellent,8.4,8.2,9.1,8.2,8.1,7.7,7.4,2627.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269303
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,164.97,164.97,164.97,GBP,Hyundai Tucson,668705231,1,1,1,5,Standard,5,,Manual,Unlimited mileage,Avis,"London Heathrow Airport T2-3-4, Northrop Road, London, UK, TW6 2QA",Shuttle Bus,8.1,Excellent,8.6,8.1,9.2,8.4,8.1,7.2,7.3,1533.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269304
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,164.97,164.97,164.97,GBP,Hyundai Tucson,710807096,1,1,1,4,Standard,5,,Manual,Unlimited mileage,Budget,"London Heathrow Airport T2-3-4, Northrop Road, London, UK, TW6 2QA",Shuttle Bus,8.1,Excellent,8.5,7.9,9.3,8.3,8.3,7.4,7.3,2757.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269305
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,237.59,237.59,237.59,GBP,Nissan Qashqai   ,713358351,1,1,1,4,Intermediate,5,,Automatic,Unlimited mileage,Enterprise,"Northern Perimeter Road, Hounslow, London, UK, TW6 2RY",Shuttle Bus,8.3,Excellent,8.2,8.1,9.0,8.7,8.8,7.6,7.8,1890.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269306
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,93.96,111.81,93.96,GBP,Fiat 500,700948158,1,1,1,2,Mini,4,,Manual,Unlimited mileage,Europcar,"Northern Perimeter Road West, Hounslow, London, UK, TW6 2QE",Shuttle Bus,8.5,Excellent,8.9,8.7,9.6,8.8,8.9,7.5,7.3,5966.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269307
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,153.07,153.07,153.07,GBP,Tesla Model 3,740451651,1,1,1,4,Full-size,5,,Automatic,600 miles per rental,Hertz,"Northern Perimeter Road, Hounslow, London, UK, TW6 2QD",Shuttle Bus,7.8,Very good,8.8,8.7,8.8,7.6,8.0,6.0,7.4,3146.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269308
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,109.58,109.58,109.58,GBP,Peugeot e-208 GPS,732373806,1,1,1,4,Economy,5,,Automatic,200 miles per rental,Green Motion,"239 Sipson Road, Holiday Inn London, London, UK, UB7 0HW",Shuttle Bus,6.9,Good,7.7,7.9,8.6,6.9,5.8,5.6,6.6,4909.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269309
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,125.37,125.37,125.37,GBP,Peugeot 208,627374093,1,1,1,4,Economy,5,,Manual,Unlimited mileage,Budget,"London Heathrow Airport T2-3-4, Northrop Road, London, UK, TW6 2QA",Shuttle Bus,8.1,Excellent,8.5,7.9,9.3,8.3,8.3,7.4,7.3,2757.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269310
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,125.37,125.37,125.37,GBP,Volkswagen Polo,668690291,1,1,1,4,Economy,5,,Manual,Unlimited mileage,Avis,"London Heathrow Airport T2-3-4, Northrop Road, London, UK, TW6 2QA",Shuttle Bus,8.1,Excellent,8.6,8.1,9.2,8.4,8.1,7.2,7.3,1533.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269311
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,326.96,326.96,326.96,GBP,Audi Q3,723949466,1,1,1,4,Premium,5,,Automatic,450 miles per rental,Sixt,"Heathrow Airport, London, UK, TW6 2GD",In Terminal,7.7,Very good,8.6,8.1,9.0,8.2,7.1,6.8,6.9,2010.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269312
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,143.98,143.98,143.98,GBP,Volkswagen T-Cross,723939191,1,1,1,4,Compact,5,,Manual,450 miles per rental,Sixt,"Heathrow Airport, London, UK, TW6 2GD",In Terminal,7.7,Very good,8.6,8.1,9.0,8.2,7.1,6.8,6.9,2010.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269313
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,915.0,915.0,915.0,GBP,Seat Alhambra,728723251,1,1,1,4,Full-size,7,,Automatic,200 miles per rental,Surprice,"Heathrow Airport, 450 Bath Road, London, UK, UB7 0EB",Meet & Greet,5.6,,7.0,7.0,5.5,6.3,4.5,4.0,6.1,210.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269314
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,129.02,129.02,129.02,GBP,Seat Leon Estate,691529356,1,1,1,4,Compact,5,,Manual,200 miles per rental,Green Motion,"239 Sipson Road, Holiday Inn London, London, UK, UB7 0HW",Shuttle Bus,6.9,Good,7.7,7.9,8.6,6.9,5.8,5.6,6.6,4909.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269315
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,145.17,145.17,145.17,GBP,Volkswagen Golf,627374038,1,1,1,4,Compact,5,,Manual,Unlimited mileage,Budget,"London Heathrow Airport T2-3-4, Northrop Road, London, UK, TW6 2QA",Shuttle Bus,8.1,Excellent,8.5,7.9,9.3,8.3,8.3,7.4,7.3,2757.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269316
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,145.17,145.17,145.17,GBP,Volkswagen Golf,668687866,1,1,1,5,Compact,5,,Manual,Unlimited mileage,Avis,"London Heathrow Airport T2-3-4, Northrop Road, London, UK, TW6 2QA",Shuttle Bus,8.1,Excellent,8.6,8.1,9.2,8.4,8.1,7.2,7.3,1533.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269317
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,374.24,374.24,374.24,GBP,Mercedes C-Class,627374058,1,1,1,5,Premium,5,,Automatic,Unlimited mileage,Budget,"London Heathrow Airport T2-3-4, Northrop Road, London, UK, TW6 2QA",Shuttle Bus,8.1,Excellent,8.5,7.9,9.3,8.3,8.3,7.4,7.3,2757.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269318
Heathrow Airport,LHR,GB,London,2.0,2023-07-25,10:00,2023-07-27,10:00,0.0,374.24,374.24,374.24,GBP,Mercedes C-Class,671144766,1,1,1,4,Premium,5,,Automatic,Unlimited mileage,Avis,"London Heathrow Airport T2-3-4, Northrop Road, London, UK, TW6 2QA",Shuttle Bus,8.1,Excellent,8.6,8.1,9.2,8.4,8.1,7.2,7.3,1533.0,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=GB&currency=GBP,4269319
